REGION,TECHNOLOGY,VALUE
GLOBAL,MINCOANPL,32745.364
GLOBAL,MINGASNPL,840.86676
GLOBAL,PWRCCGNPLXX01,419.6514
GLOBAL,PWRCOANPLXX01,11214.166
GLOBAL,PWRHYDNPLXX01,414.40156
GLOBAL,PWROCGNPLXX01,0.54741546
GLOBAL,PWRSPVNPLXX01,443.58643
GLOBAL,PWRTRNNPLXX,12492.674
GLOBAL,PWRWOFNPLXX01,0.3216672
GLOBAL,RNWHYDNPLXX,414.40156
GLOBAL,RNWSPVNPLXX,443.58643
GLOBAL,RNWWOFNPLXX,0.3216672
