REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S2D1,PWRTRNNPLXX,1,2039,177.61208
GLOBAL,S2D1,PWRTRNNPLXX,1,2040,186.10337
GLOBAL,S2D1,PWRTRNNPLXX,1,2041,195.35409
GLOBAL,S2D1,PWRTRNNPLXX,1,2042,204.60481
GLOBAL,S2D1,PWRTRNNPLXX,1,2043,213.85553
GLOBAL,S2D1,PWRTRNNPLXX,1,2044,223.10625
GLOBAL,S2D1,PWRTRNNPLXX,1,2045,232.35696
GLOBAL,S2D1,PWRTRNNPLXX,1,2046,242.59963
GLOBAL,S2D1,PWRTRNNPLXX,1,2047,252.84336
GLOBAL,S2D1,PWRTRNNPLXX,1,2048,263.08603
GLOBAL,S2D1,PWRTRNNPLXX,1,2049,273.32976
GLOBAL,S2D1,PWRTRNNPLXX,1,2050,283.5735
GLOBAL,S2D1,PWRTRNNPLXX,1,2051,296.46562
GLOBAL,S2D1,PWRTRNNPLXX,1,2052,309.35775
GLOBAL,S2D1,PWRTRNNPLXX,1,2053,322.24988
GLOBAL,S2D1,PWRTRNNPLXX,1,2054,335.14308
GLOBAL,S2D1,PWRTRNNPLXX,1,2055,348.03521
GLOBAL,S2D1,PWRTRNNPLXX,1,2056,362.32673
GLOBAL,S2D1,PWRTRNNPLXX,1,2057,376.61932
GLOBAL,S2D1,PWRTRNNPLXX,1,2058,390.91084
GLOBAL,S2D1,PWRTRNNPLXX,1,2059,405.20343
GLOBAL,S2D1,PWRTRNNPLXX,1,2060,419.49495
GLOBAL,S2D1,PWRTRNNPLXX,1,2061,435.17947
GLOBAL,S2D1,PWRTRNNPLXX,1,2062,450.86398
GLOBAL,S2D1,PWRTRNNPLXX,1,2063,466.5485
GLOBAL,S2D1,PWRTRNNPLXX,1,2064,482.23408
GLOBAL,S2D1,PWRTRNNPLXX,1,2065,497.9186
GLOBAL,S2D1,PWRTRNNPLXX,1,2066,515.08357
GLOBAL,S2D1,PWRTRNNPLXX,1,2067,532.24854
GLOBAL,S2D1,PWRTRNNPLXX,1,2068,549.41352
GLOBAL,S2D1,PWRTRNNPLXX,1,2069,566.57956
GLOBAL,S2D1,PWRTRNNPLXX,1,2070,583.74453
GLOBAL,S2D2,PWRTRNNPLXX,1,2020,40.628796
GLOBAL,S2D2,PWRTRNNPLXX,1,2021,45.98862
GLOBAL,S2D2,PWRTRNNPLXX,1,2022,51.348445
GLOBAL,S2D2,PWRTRNNPLXX,1,2023,56.708269
GLOBAL,S2D2,PWRTRNNPLXX,1,2024,62.068094
GLOBAL,S2D2,PWRTRNNPLXX,1,2025,67.427918
GLOBAL,S2D2,PWRTRNNPLXX,1,2026,73.730214
GLOBAL,S2D2,PWRTRNNPLXX,1,2027,80.032409
GLOBAL,S2D2,PWRTRNNPLXX,1,2028,86.334605
GLOBAL,S2D2,PWRTRNNPLXX,1,2029,92.636901
GLOBAL,S2D2,PWRTRNNPLXX,1,2030,98.939097
GLOBAL,S2D2,PWRTRNNPLXX,1,2031,106.06924
GLOBAL,S2D2,PWRTRNNPLXX,1,2032,113.19848
GLOBAL,S2D2,PWRTRNNPLXX,1,2033,120.32773
GLOBAL,S2D2,PWRTRNNPLXX,1,2034,127.45797
GLOBAL,S2D2,PWRTRNNPLXX,1,2035,134.58722
GLOBAL,S2D2,PWRTRNNPLXX,1,2036,142.54291
GLOBAL,S2D2,PWRTRNNPLXX,1,2037,150.4986
GLOBAL,S2D2,PWRTRNNPLXX,1,2038,158.45429
GLOBAL,S2D2,PWRTRNNPLXX,1,2039,166.40899
GLOBAL,S2D2,PWRTRNNPLXX,1,2040,174.36468
GLOBAL,S2D2,PWRTRNNPLXX,1,2041,183.0319
GLOBAL,S2D2,PWRTRNNPLXX,1,2042,191.69912
GLOBAL,S2D2,PWRTRNNPLXX,1,2043,200.36633
GLOBAL,S2D2,PWRTRNNPLXX,1,2044,209.03355
GLOBAL,S2D2,PWRTRNNPLXX,1,2045,217.70077
GLOBAL,S2D2,PWRTRNNPLXX,1,2046,227.29737
GLOBAL,S2D2,PWRTRNNPLXX,1,2047,236.89496
GLOBAL,S2D2,PWRTRNNPLXX,1,2048,246.49156
GLOBAL,S2D2,PWRTRNNPLXX,1,2049,256.08916
GLOBAL,S2D2,PWRTRNNPLXX,1,2050,265.68676
GLOBAL,S2D2,PWRTRNNPLXX,1,2051,277.7657
GLOBAL,S2D2,PWRTRNNPLXX,1,2052,289.84464
GLOBAL,S2D2,PWRTRNNPLXX,1,2053,301.92358
GLOBAL,S2D2,PWRTRNNPLXX,1,2054,314.00352
GLOBAL,S2D2,PWRTRNNPLXX,1,2055,326.08247
GLOBAL,S2D2,PWRTRNNPLXX,1,2056,339.47253
GLOBAL,S2D2,PWRTRNNPLXX,1,2057,352.8636
GLOBAL,S2D2,PWRTRNNPLXX,1,2058,366.25367
GLOBAL,S2D2,PWRTRNNPLXX,1,2059,379.64473
GLOBAL,S2D2,PWRTRNNPLXX,1,2060,393.0348
GLOBAL,S2D2,PWRTRNNPLXX,1,2061,407.73
GLOBAL,S2D2,PWRTRNNPLXX,1,2062,422.4252
GLOBAL,S2D2,PWRTRNNPLXX,1,2063,437.12039
GLOBAL,S2D2,PWRTRNNPLXX,1,2064,451.81659
GLOBAL,S2D2,PWRTRNNPLXX,1,2065,466.51178
GLOBAL,S2D2,PWRTRNNPLXX,1,2066,482.59406
GLOBAL,S2D2,PWRTRNNPLXX,1,2067,498.67633
GLOBAL,S2D2,PWRTRNNPLXX,1,2068,514.7586
GLOBAL,S2D2,PWRTRNNPLXX,1,2069,530.84187
GLOBAL,S2D2,PWRTRNNPLXX,1,2070,546.92414
GLOBAL,S3D1,PWRTRNNPLXX,1,2020,48.28114
GLOBAL,S3D1,PWRTRNNPLXX,1,2021,54.650475
GLOBAL,S3D1,PWRTRNNPLXX,1,2022,61.019811
GLOBAL,S3D1,PWRTRNNPLXX,1,2023,67.389146
GLOBAL,S3D1,PWRTRNNPLXX,1,2024,73.758482
GLOBAL,S3D1,PWRTRNNPLXX,1,2025,80.127817
GLOBAL,S3D1,PWRTRNNPLXX,1,2026,87.617136
GLOBAL,S3D1,PWRTRNNPLXX,1,2027,95.106337
GLOBAL,S3D1,PWRTRNNPLXX,1,2028,102.59554
GLOBAL,S3D1,PWRTRNNPLXX,1,2029,110.08486
GLOBAL,S3D1,PWRTRNNPLXX,1,2030,117.57406
GLOBAL,S3D1,PWRTRNNPLXX,1,2031,126.04715
GLOBAL,S3D1,PWRTRNNPLXX,1,2032,134.51917
GLOBAL,S3D1,PWRTRNNPLXX,1,2033,142.99119
GLOBAL,S3D1,PWRTRNNPLXX,1,2034,151.4644
GLOBAL,S3D1,PWRTRNNPLXX,1,2035,159.93642
GLOBAL,S3D1,PWRTRNNPLXX,1,2036,169.39055
GLOBAL,S3D1,PWRTRNNPLXX,1,2037,178.84468
GLOBAL,S3D1,PWRTRNNPLXX,1,2038,188.29881
GLOBAL,S3D1,PWRTRNNPLXX,1,2039,197.75175
GLOBAL,S3D1,PWRTRNNPLXX,1,2040,207.20588
GLOBAL,S3D1,PWRTRNNPLXX,1,2041,217.50555
GLOBAL,S3D1,PWRTRNNPLXX,1,2042,227.80522
GLOBAL,S3D1,PWRTRNNPLXX,1,2043,238.10489
GLOBAL,S3D1,PWRTRNNPLXX,1,2044,248.40456
GLOBAL,S3D1,PWRTRNNPLXX,1,2045,258.70423
GLOBAL,S3D1,PWRTRNNPLXX,1,2046,270.10832
GLOBAL,S3D1,PWRTRNNPLXX,1,2047,281.51361
GLOBAL,S3D1,PWRTRNNPLXX,1,2048,292.9177
GLOBAL,S3D1,PWRTRNNPLXX,1,2049,304.32299
GLOBAL,S3D1,PWRTRNNPLXX,1,2050,315.72827
GLOBAL,S3D1,PWRTRNNPLXX,1,2051,330.08225
GLOBAL,S3D1,PWRTRNNPLXX,1,2052,344.43624
GLOBAL,S3D1,PWRTRNNPLXX,1,2053,358.79022
GLOBAL,S3D1,PWRTRNNPLXX,1,2054,373.14539
GLOBAL,S3D1,PWRTRNNPLXX,1,2055,387.49938
GLOBAL,S3D1,PWRTRNNPLXX,1,2056,403.41143
GLOBAL,S3D1,PWRTRNNPLXX,1,2057,419.32468
GLOBAL,S3D1,PWRTRNNPLXX,1,2058,435.23674
GLOBAL,S3D1,PWRTRNNPLXX,1,2059,451.14998
GLOBAL,S3D1,PWRTRNNPLXX,1,2060,467.06204
GLOBAL,S3D1,PWRTRNNPLXX,1,2061,484.52504
GLOBAL,S3D1,PWRTRNNPLXX,1,2062,501.98805
GLOBAL,S3D1,PWRTRNNPLXX,1,2063,519.45105
GLOBAL,S3D1,PWRTRNNPLXX,1,2064,536.91524
GLOBAL,S3D1,PWRTRNNPLXX,1,2065,554.37825
GLOBAL,S3D1,PWRTRNNPLXX,1,2066,573.48958
GLOBAL,S3D1,PWRTRNNPLXX,1,2067,592.60091
GLOBAL,S3D1,PWRTRNNPLXX,1,2068,611.71224
GLOBAL,S3D1,PWRTRNNPLXX,1,2069,630.82476
GLOBAL,S3D1,PWRTRNNPLXX,1,2070,649.93609
GLOBAL,S3D2,PWRTRNNPLXX,1,2020,45.43684
GLOBAL,S3D2,PWRTRNNPLXX,1,2021,51.430951
GLOBAL,S3D2,PWRTRNNPLXX,1,2022,57.425061
GLOBAL,S3D2,PWRTRNNPLXX,1,2023,63.419171
GLOBAL,S3D2,PWRTRNNPLXX,1,2024,69.413281
GLOBAL,S3D2,PWRTRNNPLXX,1,2025,75.407392
GLOBAL,S3D2,PWRTRNNPLXX,1,2026,82.455506
GLOBAL,S3D2,PWRTRNNPLXX,1,2027,89.503509
GLOBAL,S3D2,PWRTRNNPLXX,1,2028,96.551511
GLOBAL,S3D2,PWRTRNNPLXX,1,2029,103.59963
GLOBAL,S3D2,PWRTRNNPLXX,1,2030,110.64763
GLOBAL,S3D2,PWRTRNNPLXX,1,2031,118.62156
GLOBAL,S3D2,PWRTRNNPLXX,1,2032,126.59448
GLOBAL,S3D2,PWRTRNNPLXX,1,2033,134.56741
GLOBAL,S3D2,PWRTRNNPLXX,1,2034,142.54145
GLOBAL,S3D2,PWRTRNNPLXX,1,2035,150.51437
GLOBAL,S3D2,PWRTRNNPLXX,1,2036,159.41155
GLOBAL,S3D2,PWRTRNNPLXX,1,2037,168.30873
GLOBAL,S3D2,PWRTRNNPLXX,1,2038,177.2059
GLOBAL,S3D2,PWRTRNNPLXX,1,2039,186.10196
GLOBAL,S3D2,PWRTRNNPLXX,1,2040,194.99913
GLOBAL,S3D2,PWRTRNNPLXX,1,2041,204.69204
GLOBAL,S3D2,PWRTRNNPLXX,1,2042,214.38494
GLOBAL,S3D2,PWRTRNNPLXX,1,2043,224.07785
GLOBAL,S3D2,PWRTRNNPLXX,1,2044,233.77075
GLOBAL,S3D2,PWRTRNNPLXX,1,2045,243.46365
GLOBAL,S3D2,PWRTRNNPLXX,1,2046,254.19592
GLOBAL,S3D2,PWRTRNNPLXX,1,2047,264.9293
GLOBAL,S3D2,PWRTRNNPLXX,1,2048,275.66157
GLOBAL,S3D2,PWRTRNNPLXX,1,2049,286.39496
GLOBAL,S3D2,PWRTRNNPLXX,1,2050,297.12834
GLOBAL,S3D2,PWRTRNNPLXX,1,2051,310.63671
GLOBAL,S3D2,PWRTRNNPLXX,1,2052,324.14509
GLOBAL,S3D2,PWRTRNNPLXX,1,2053,337.65346
GLOBAL,S3D2,PWRTRNNPLXX,1,2054,351.16295
GLOBAL,S3D2,PWRTRNNPLXX,1,2055,364.67133
GLOBAL,S3D2,PWRTRNNPLXX,1,2056,379.64598
GLOBAL,S3D2,PWRTRNNPLXX,1,2057,394.62176
GLOBAL,S3D2,PWRTRNNPLXX,1,2058,409.59642
GLOBAL,S3D2,PWRTRNNPLXX,1,2059,424.5722
GLOBAL,S3D2,PWRTRNNPLXX,1,2060,439.54685
GLOBAL,S3D2,PWRTRNNPLXX,1,2061,455.98109
GLOBAL,S3D2,PWRTRNNPLXX,1,2062,472.41533
GLOBAL,S3D2,PWRTRNNPLXX,1,2063,488.84957
GLOBAL,S3D2,PWRTRNNPLXX,1,2064,505.28492
GLOBAL,S3D2,PWRTRNNPLXX,1,2065,521.71916
GLOBAL,S3D2,PWRTRNNPLXX,1,2066,539.70462
GLOBAL,S3D2,PWRTRNNPLXX,1,2067,557.69008
GLOBAL,S3D2,PWRTRNNPLXX,1,2068,575.67554
GLOBAL,S3D2,PWRTRNNPLXX,1,2069,593.66212
GLOBAL,S3D2,PWRTRNNPLXX,1,2070,611.64758
GLOBAL,S4D1,PWRTRNNPLXX,1,2020,40.551897
GLOBAL,S4D1,PWRTRNNPLXX,1,2021,45.901576
GLOBAL,S4D1,PWRTRNNPLXX,1,2022,51.251256
GLOBAL,S4D1,PWRTRNNPLXX,1,2023,56.600936
GLOBAL,S4D1,PWRTRNNPLXX,1,2024,61.950615
GLOBAL,S4D1,PWRTRNNPLXX,1,2025,67.300295
GLOBAL,S4D1,PWRTRNNPLXX,1,2026,73.590662
GLOBAL,S4D1,PWRTRNNPLXX,1,2027,79.880929
GLOBAL,S4D1,PWRTRNNPLXX,1,2028,86.171197
GLOBAL,S4D1,PWRTRNNPLXX,1,2029,92.461564
GLOBAL,S4D1,PWRTRNNPLXX,1,2030,98.751831
GLOBAL,S4D1,PWRTRNNPLXX,1,2031,105.86848
GLOBAL,S4D1,PWRTRNNPLXX,1,2032,112.98423
GLOBAL,S4D1,PWRTRNNPLXX,1,2033,120.09998
GLOBAL,S4D1,PWRTRNNPLXX,1,2034,127.21673
GLOBAL,S4D1,PWRTRNNPLXX,1,2035,134.33248
GLOBAL,S4D1,PWRTRNNPLXX,1,2036,142.27311
GLOBAL,S4D1,PWRTRNNPLXX,1,2037,150.21375
GLOBAL,S4D1,PWRTRNNPLXX,1,2038,158.15438
GLOBAL,S4D1,PWRTRNNPLXX,1,2039,166.09402
GLOBAL,S4D1,PWRTRNNPLXX,1,2040,174.03465
GLOBAL,S4D1,PWRTRNNPLXX,1,2041,182.68547
GLOBAL,S4D1,PWRTRNNPLXX,1,2042,191.33628
GLOBAL,S4D1,PWRTRNNPLXX,1,2043,199.98709
GLOBAL,S4D1,PWRTRNNPLXX,1,2044,208.63791
GLOBAL,S4D1,PWRTRNNPLXX,1,2045,217.28872
GLOBAL,S4D1,PWRTRNNPLXX,1,2046,226.86715
GLOBAL,S4D1,PWRTRNNPLXX,1,2047,236.44659
GLOBAL,S4D1,PWRTRNNPLXX,1,2048,246.02502
GLOBAL,S4D1,PWRTRNNPLXX,1,2049,255.60445
GLOBAL,S4D1,PWRTRNNPLXX,1,2050,265.18388
GLOBAL,S4D1,PWRTRNNPLXX,1,2051,277.23996
GLOBAL,S4D1,PWRTRNNPLXX,1,2052,289.29604
GLOBAL,S4D1,PWRTRNNPLXX,1,2053,301.35212
GLOBAL,S4D1,PWRTRNNPLXX,1,2054,313.4092
GLOBAL,S4D1,PWRTRNNPLXX,1,2055,325.46528
GLOBAL,S4D1,PWRTRNNPLXX,1,2056,338.83
GLOBAL,S4D1,PWRTRNNPLXX,1,2057,352.19572
GLOBAL,S4D1,PWRTRNNPLXX,1,2058,365.56045
GLOBAL,S4D1,PWRTRNNPLXX,1,2059,378.92617
GLOBAL,S4D1,PWRTRNNPLXX,1,2060,392.29089
GLOBAL,S4D1,PWRTRNNPLXX,1,2061,406.95827
GLOBAL,S4D1,PWRTRNNPLXX,1,2062,421.62566
GLOBAL,S4D1,PWRTRNNPLXX,1,2063,436.29304
GLOBAL,S4D1,PWRTRNNPLXX,1,2064,450.96142
GLOBAL,S4D1,PWRTRNNPLXX,1,2065,465.6288
GLOBAL,S4D1,PWRTRNNPLXX,1,2066,481.68063
GLOBAL,S4D1,PWRTRNNPLXX,1,2067,497.73247
GLOBAL,S4D1,PWRTRNNPLXX,1,2068,513.7843
GLOBAL,S4D1,PWRTRNNPLXX,1,2069,529.83713
GLOBAL,S4D1,PWRTRNNPLXX,1,2070,545.88896
GLOBAL,S4D2,PWRTRNNPLXX,1,2020,38.232195
GLOBAL,S4D2,PWRTRNNPLXX,1,2021,43.275856
GLOBAL,S4D2,PWRTRNNPLXX,1,2022,48.319516
GLOBAL,S4D2,PWRTRNNPLXX,1,2023,53.363177
GLOBAL,S4D2,PWRTRNNPLXX,1,2024,58.406837
GLOBAL,S4D2,PWRTRNNPLXX,1,2025,63.450498
GLOBAL,S4D2,PWRTRNNPLXX,1,2026,69.381035
GLOBAL,S4D2,PWRTRNNPLXX,1,2027,75.311479
GLOBAL,S4D2,PWRTRNNPLXX,1,2028,81.241922
GLOBAL,S4D2,PWRTRNNPLXX,1,2029,87.17246
GLOBAL,S4D2,PWRTRNNPLXX,1,2030,93.102903
GLOBAL,S4D2,PWRTRNNPLXX,1,2031,99.812456
GLOBAL,S4D2,PWRTRNNPLXX,1,2032,106.52116
GLOBAL,S4D2,PWRTRNNPLXX,1,2033,113.22987
GLOBAL,S4D2,PWRTRNNPLXX,1,2034,119.93951
GLOBAL,S4D2,PWRTRNNPLXX,1,2035,126.64822
GLOBAL,S4D2,PWRTRNNPLXX,1,2036,134.13462
GLOBAL,S4D2,PWRTRNNPLXX,1,2037,141.62103
GLOBAL,S4D2,PWRTRNNPLXX,1,2038,149.10743
GLOBAL,S4D2,PWRTRNNPLXX,1,2039,156.5929
GLOBAL,S4D2,PWRTRNNPLXX,1,2040,164.0793
GLOBAL,S4D2,PWRTRNNPLXX,1,2041,172.23526
GLOBAL,S4D2,PWRTRNNPLXX,1,2042,180.39122
GLOBAL,S4D2,PWRTRNNPLXX,1,2043,188.54718
GLOBAL,S4D2,PWRTRNNPLXX,1,2044,196.70314
GLOBAL,S4D2,PWRTRNNPLXX,1,2045,204.85909
GLOBAL,S4D2,PWRTRNNPLXX,1,2046,213.88961
GLOBAL,S4D2,PWRTRNNPLXX,1,2047,222.92107
GLOBAL,S4D2,PWRTRNNPLXX,1,2048,231.95158
GLOBAL,S4D2,PWRTRNNPLXX,1,2049,240.98304
GLOBAL,S4D2,PWRTRNNPLXX,1,2050,250.0145
GLOBAL,S4D2,PWRTRNNPLXX,1,2051,261.38093
GLOBAL,S4D2,PWRTRNNPLXX,1,2052,272.74736
GLOBAL,S4D2,PWRTRNNPLXX,1,2053,284.1138
GLOBAL,S4D2,PWRTRNNPLXX,1,2054,295.48117
GLOBAL,S4D2,PWRTRNNPLXX,1,2055,306.8476
GLOBAL,S4D2,PWRTRNNPLXX,1,2056,319.44782
GLOBAL,S4D2,PWRTRNNPLXX,1,2057,332.04898
GLOBAL,S4D2,PWRTRNNPLXX,1,2058,344.64919
GLOBAL,S4D2,PWRTRNNPLXX,1,2059,357.25035
GLOBAL,S4D2,PWRTRNNPLXX,1,2060,369.85057
GLOBAL,S4D2,PWRTRNNPLXX,1,2061,383.67893
GLOBAL,S4D2,PWRTRNNPLXX,1,2062,397.50729
GLOBAL,S4D2,PWRTRNNPLXX,1,2063,411.33565
GLOBAL,S4D2,PWRTRNNPLXX,1,2064,425.16495
GLOBAL,S4D2,PWRTRNNPLXX,1,2065,438.99331
GLOBAL,S4D2,PWRTRNNPLXX,1,2066,454.12693
GLOBAL,S4D2,PWRTRNNPLXX,1,2067,469.26054
GLOBAL,S4D2,PWRTRNNPLXX,1,2068,484.39416
GLOBAL,S4D2,PWRTRNNPLXX,1,2069,499.52871
GLOBAL,S4D2,PWRTRNNPLXX,1,2070,514.66232
GLOBAL,S1D1,PWRWOFNPLXX01,1,2020,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2021,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2022,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2023,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2024,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2025,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2026,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2027,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2028,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2029,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2030,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2031,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2032,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2033,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2034,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2035,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2036,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2037,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2038,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2039,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2040,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2041,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2042,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2043,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2044,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2045,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2046,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2047,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2048,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2049,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2050,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2051,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2052,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2053,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2054,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2055,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2056,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2057,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2058,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2059,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2060,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2061,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2062,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2063,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2064,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2065,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2066,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2067,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2068,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2069,0.0063072
GLOBAL,S1D1,PWRWOFNPLXX01,1,2070,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2020,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2021,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2022,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2023,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2024,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2025,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2026,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2027,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2028,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2029,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2030,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2031,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2032,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2033,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2034,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2035,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2036,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2037,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2038,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2039,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2040,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2041,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2042,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2043,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2044,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2045,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2046,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2047,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2048,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2049,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2050,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2051,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2052,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2053,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2054,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2055,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2056,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2057,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2058,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2059,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2060,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2061,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2062,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2063,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2064,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2065,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2066,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2067,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2068,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2069,0.0063072
GLOBAL,S1D2,PWRWOFNPLXX01,1,2070,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2020,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2021,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2022,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2023,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2024,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2025,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2026,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2027,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2028,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2029,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2030,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2031,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2032,0.0063072
GLOBAL,S2D1,PWRWOFNPLXX01,1,2033,0.0063072
