REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
R2,MINURNNPL,1,2024,5
R2,MINURNNPL,2,2024,5
R2,MINURNNPL,1,2025,5
R2,MINURNNPL,2,2025,5
R2,MINURNNPL,1,2026,5
R2,MINURNNPL,2,2026,5
R2,MINURNNPL,1,2027,5
R2,MINURNNPL,2,2027,5
R2,MINURNNPL,1,2028,5
R2,MINURNNPL,2,2028,5
R2,MINURNNPL,1,2029,5
R2,MINURNNPL,2,2029,5
R2,MINURNNPL,1,2030,5
R2,MINURNNPL,2,2030,5
R2,MINURNNPL,1,2031,5
R2,MINURNNPL,2,2031,5
R2,MINURNNPL,1,2032,5
R2,MINURNNPL,2,2032,5
R2,MINURNNPL,1,2033,5
R2,MINURNNPL,2,2033,5
R2,MINURNNPL,1,2034,5
R2,MINURNNPL,2,2034,5
R2,MINURNNPL,1,2035,5
R2,MINURNNPL,2,2035,5
R2,MINURNNPL,1,2036,5
R2,MINURNNPL,2,2036,5
R2,MINURNNPL,1,2037,5
R2,MINURNNPL,2,2037,5
R2,MINURNNPL,1,2038,5
R2,MINURNNPL,2,2038,5
R2,MINURNNPL,1,2039,5
R2,MINURNNPL,2,2039,5
R2,MINURNNPL,1,2040,5
R2,MINURNNPL,2,2040,5
R2,MINURNNPL,1,2041,5
R2,MINURNNPL,2,2041,5
R2,MINURNNPL,1,2042,5
R2,MINURNNPL,2,2042,5
R2,MINURNNPL,1,2043,5
R2,MINURNNPL,2,2043,5
R2,MINURNNPL,1,2044,5
R2,MINURNNPL,2,2044,5
R2,MINURNNPL,1,2045,5
R2,MINURNNPL,2,2045,5
R2,MINURNNPL,1,2046,5
R2,MINURNNPL,2,2046,5
R2,MINURNNPL,1,2047,5
R2,MINURNNPL,2,2047,5
R2,MINURNNPL,1,2048,5
R2,MINURNNPL,2,2048,5
R2,MINURNNPL,1,2049,5
R2,MINURNNPL,2,2049,5
R2,MINURNNPL,1,2050,5
R2,MINURNNPL,2,2050,5
R2,MINURNNPL,1,2051,5
R2,MINURNNPL,2,2051,5
R2,MINURNNPL,1,2052,5
R2,MINURNNPL,2,2052,5
R2,MINURNNPL,1,2053,5
R2,MINURNNPL,2,2053,5
R2,MINURNNPL,1,2054,5
R2,MINURNNPL,2,2054,5
R2,MINURNNPL,1,2055,5
R2,MINURNNPL,2,2055,5
R2,MINURNNPL,1,2056,5
R2,MINURNNPL,2,2056,5
R2,MINURNNPL,1,2057,5
R2,MINURNNPL,2,2057,5
R2,MINURNNPL,1,2058,5
R2,MINURNNPL,2,2058,5
R2,MINURNNPL,1,2059,5
R2,MINURNNPL,2,2059,5
R2,MINURNNPL,1,2060,5
R2,MINURNNPL,2,2060,5
R2,MINURNNPL,1,2061,5
R2,MINURNNPL,2,2061,5
R2,MINURNNPL,1,2062,5
R2,MINURNNPL,2,2062,5
R2,MINURNNPL,1,2063,5
R2,MINURNNPL,2,2063,5
R2,MINURNNPL,1,2064,5
R2,MINURNNPL,2,2064,5
R2,MINURNNPL,1,2065,5
R2,MINURNNPL,2,2065,5
R2,MINURNNPL,1,2066,5
R2,MINURNNPL,2,2066,5
R2,MINURNNPL,1,2067,5
R2,MINURNNPL,2,2067,5
R2,MINURNNPL,1,2068,5
R2,MINURNNPL,2,2068,5
R2,MINURNNPL,1,2069,5
R2,MINURNNPL,2,2069,5
R2,MINURNNPL,1,2070,5
R2,MINURNNPL,2,2070,5
