REGION,TECHNOLOGY,VALUE
PHLLU,MINCOAPHLLU,0
PHLLU,MINGASPHLLU,0
PHLLU,MINOILPHLLU,0
PHLLU,PWRBIOPHLLU,0
PHLLU,PWRCOAPHLLU,0
PHLLU,PWRGASPHLLU,0
PHLLU,PWRHYDPHLLU,0
PHLLU,PWROILPHLLU,0
PHLLU,PWRSPVPHLLU,0
PHLLU,RNWBIOPHLLU,0
PHLLU,RNWHYDPHLLU,0
PHLLU,RNWSPVPHLLU,0
