REGION,TECHNOLOGY,YEAR,VALUE
R1,PWRBIONPLXX01,2020,2037.5
R1,PWRBIONPLXX01,2021,2037.5
R1,PWRBIONPLXX01,2022,2037.5
R1,PWRBIONPLXX01,2023,2037.5
R1,PWRBIONPLXX01,2024,2037.5
R1,PWRBIONPLXX01,2025,2037.5
R1,PWRBIONPLXX01,2026,2037.5
R1,PWRBIONPLXX01,2027,2037.5
R1,PWRBIONPLXX01,2028,2037.5
R1,PWRBIONPLXX01,2029,2037.5
R1,PWRBIONPLXX01,2030,2037.5
R1,PWRBIONPLXX01,2031,2035
R1,PWRBIONPLXX01,2032,2032.5
R1,PWRBIONPLXX01,2033,2030
R1,PWRBIONPLXX01,2034,2027.5
R1,PWRBIONPLXX01,2035,2025
R1,PWRBIONPLXX01,2036,2022.5
R1,PWRBIONPLXX01,2037,2020
R1,PWRBIONPLXX01,2038,2017.5
R1,PWRBIONPLXX01,2039,2015
R1,PWRBIONPLXX01,2040,2012.5
R1,PWRBIONPLXX01,2041,2012.5
R1,PWRBIONPLXX01,2042,2012.5
R1,PWRBIONPLXX01,2043,2012.5
R1,PWRBIONPLXX01,2044,2012.5
R1,PWRBIONPLXX01,2045,2012.5
R1,PWRBIONPLXX01,2046,2012.5
R1,PWRBIONPLXX01,2047,2012.5
R1,PWRBIONPLXX01,2048,2012.5
R1,PWRBIONPLXX01,2049,2012.5
R1,PWRBIONPLXX01,2050,2012.5
R1,PWRBIONPLXX01,2051,2012.5
R1,PWRBIONPLXX01,2052,2012.5
R1,PWRBIONPLXX01,2053,2012.5
R1,PWRBIONPLXX01,2054,2012.5
R1,PWRBIONPLXX01,2055,2012.5
R1,PWRBIONPLXX01,2056,2012.5
R1,PWRBIONPLXX01,2057,2012.5
R1,PWRBIONPLXX01,2058,2012.5
R1,PWRBIONPLXX01,2059,2012.5
R1,PWRBIONPLXX01,2060,2012.5
R1,PWRBIONPLXX01,2061,2012.5
R1,PWRBIONPLXX01,2062,2012.5
R1,PWRBIONPLXX01,2063,2012.5
R1,PWRBIONPLXX01,2064,2012.5
R1,PWRBIONPLXX01,2065,2012.5
R1,PWRBIONPLXX01,2066,2012.5
R1,PWRBIONPLXX01,2067,2012.5
R1,PWRBIONPLXX01,2068,2012.5
R1,PWRBIONPLXX01,2069,2012.5
R1,PWRBIONPLXX01,2070,2012.5
R1,PWRCCGNPLXX00,2020,790
R1,PWRCCGNPLXX00,2021,790
R1,PWRCCGNPLXX00,2022,790
R1,PWRCCGNPLXX00,2023,790
R1,PWRCCGNPLXX00,2024,790
R1,PWRCCGNPLXX00,2025,790
R1,PWRCCGNPLXX00,2026,790
R1,PWRCCGNPLXX00,2027,790
R1,PWRCCGNPLXX00,2028,790
R1,PWRCCGNPLXX00,2029,790
R1,PWRCCGNPLXX00,2030,790
R1,PWRCCGNPLXX00,2031,790
R1,PWRCCGNPLXX00,2032,790
R1,PWRCCGNPLXX00,2033,790
R1,PWRCCGNPLXX00,2034,790
R1,PWRCCGNPLXX00,2035,790
R1,PWRCCGNPLXX00,2036,790
R1,PWRCCGNPLXX00,2037,790
R1,PWRCCGNPLXX00,2038,790
R1,PWRCCGNPLXX00,2039,790
R1,PWRCCGNPLXX00,2040,790
R1,PWRCCGNPLXX00,2041,790
R1,PWRCCGNPLXX00,2042,790
R1,PWRCCGNPLXX00,2043,790
R1,PWRCCGNPLXX00,2044,790
R1,PWRCCGNPLXX00,2045,790
R1,PWRCCGNPLXX00,2046,790
R1,PWRCCGNPLXX00,2047,790
R1,PWRCCGNPLXX00,2048,790
R1,PWRCCGNPLXX00,2049,790
R1,PWRCCGNPLXX00,2050,790
R1,PWRCCGNPLXX00,2051,790
R1,PWRCCGNPLXX00,2052,790
R1,PWRCCGNPLXX00,2053,790
R1,PWRCCGNPLXX00,2054,790
R1,PWRCCGNPLXX00,2055,790
R1,PWRCCGNPLXX00,2056,790
R1,PWRCCGNPLXX00,2057,790
R1,PWRCCGNPLXX00,2058,790
R1,PWRCCGNPLXX00,2059,790
R1,PWRCCGNPLXX00,2060,790
R1,PWRCCGNPLXX00,2061,790
R1,PWRCCGNPLXX00,2062,790
R1,PWRCCGNPLXX00,2063,790
R1,PWRCCGNPLXX00,2064,790
R1,PWRCCGNPLXX00,2065,790
R1,PWRCCGNPLXX00,2066,790
R1,PWRCCGNPLXX00,2067,790
R1,PWRCCGNPLXX00,2068,790
R1,PWRCCGNPLXX00,2069,790
R1,PWRCCGNPLXX00,2070,790
R1,PWRCCGNPLXX01,2020,790
R1,PWRCCGNPLXX01,2021,790
R1,PWRCCGNPLXX01,2022,790
R1,PWRCCGNPLXX01,2023,790
R1,PWRCCGNPLXX01,2024,790
R1,PWRCCGNPLXX01,2025,790
R1,PWRCCGNPLXX01,2026,790
R1,PWRCCGNPLXX01,2027,790
R1,PWRCCGNPLXX01,2028,790
R1,PWRCCGNPLXX01,2029,790
R1,PWRCCGNPLXX01,2030,790
R1,PWRCCGNPLXX01,2031,790
R1,PWRCCGNPLXX01,2032,790
R1,PWRCCGNPLXX01,2033,790
R1,PWRCCGNPLXX01,2034,790
R1,PWRCCGNPLXX01,2035,790
R1,PWRCCGNPLXX01,2036,790
R1,PWRCCGNPLXX01,2037,790
R1,PWRCCGNPLXX01,2038,790
R1,PWRCCGNPLXX01,2039,790
R1,PWRCCGNPLXX01,2040,790
R1,PWRCCGNPLXX01,2041,790
R1,PWRCCGNPLXX01,2042,790
R1,PWRCCGNPLXX01,2043,790
R1,PWRCCGNPLXX01,2044,790
R1,PWRCCGNPLXX01,2045,790
R1,PWRCCGNPLXX01,2046,790
R1,PWRCCGNPLXX01,2047,790
R1,PWRCCGNPLXX01,2048,790
R1,PWRCCGNPLXX01,2049,790
R1,PWRCCGNPLXX01,2050,790
R1,PWRCCGNPLXX01,2051,790
R1,PWRCCGNPLXX01,2052,790
R1,PWRCCGNPLXX01,2053,790
R1,PWRCCGNPLXX01,2054,790
R1,PWRCCGNPLXX01,2055,790
R1,PWRCCGNPLXX01,2056,790
R1,PWRCCGNPLXX01,2057,790
R1,PWRCCGNPLXX01,2058,790
R1,PWRCCGNPLXX01,2059,790
R1,PWRCCGNPLXX01,2060,790
R1,PWRCCGNPLXX01,2061,790
R1,PWRCCGNPLXX01,2062,790
R1,PWRCCGNPLXX01,2063,790
R1,PWRCCGNPLXX01,2064,790
R1,PWRCCGNPLXX01,2065,790
R1,PWRCCGNPLXX01,2066,790
R1,PWRCCGNPLXX01,2067,790
R1,PWRCCGNPLXX01,2068,790
R1,PWRCCGNPLXX01,2069,790
R1,PWRCCGNPLXX01,2070,790
R1,PWRCOANPLXX01,2020,1441.67
R1,PWRCOANPLXX01,2021,1441.67
R1,PWRCOANPLXX01,2022,1441.67
R1,PWRCOANPLXX01,2023,1441.67
R1,PWRCOANPLXX01,2024,1441.67
R1,PWRCOANPLXX01,2025,1441.67
R1,PWRCOANPLXX01,2026,1441.67
R1,PWRCOANPLXX01,2027,1441.67
R1,PWRCOANPLXX01,2028,1441.67
R1,PWRCOANPLXX01,2029,1441.67
R1,PWRCOANPLXX01,2030,1441.67
R1,PWRCOANPLXX01,2031,1441.67
R1,PWRCOANPLXX01,2032,1441.67
R1,PWRCOANPLXX01,2033,1441.67
R1,PWRCOANPLXX01,2034,1441.67
R1,PWRCOANPLXX01,2035,1441.67
R1,PWRCOANPLXX01,2036,1441.67
R1,PWRCOANPLXX01,2037,1441.67
R1,PWRCOANPLXX01,2038,1441.67
R1,PWRCOANPLXX01,2039,1441.67
R1,PWRCOANPLXX01,2040,1441.67
R1,PWRCOANPLXX01,2041,1441.67
R1,PWRCOANPLXX01,2042,1441.67
R1,PWRCOANPLXX01,2043,1441.67
R1,PWRCOANPLXX01,2044,1441.67
R1,PWRCOANPLXX01,2045,1441.67
R1,PWRCOANPLXX01,2046,1441.67
R1,PWRCOANPLXX01,2047,1441.67
R1,PWRCOANPLXX01,2048,1441.67
R1,PWRCOANPLXX01,2049,1441.67
R1,PWRCOANPLXX01,2050,1441.67
R1,PWRCOANPLXX01,2051,1441.67
R1,PWRCOANPLXX01,2052,1441.67
R1,PWRCOANPLXX01,2053,1441.67
R1,PWRCOANPLXX01,2054,1441.67
R1,PWRCOANPLXX01,2055,1441.67
R1,PWRCOANPLXX01,2056,1441.67
R1,PWRCOANPLXX01,2057,1441.67
R1,PWRCOANPLXX01,2058,1441.67
R1,PWRCOANPLXX01,2059,1441.67
R1,PWRCOANPLXX01,2060,1441.67
R1,PWRCOANPLXX01,2061,1441.67
R1,PWRCOANPLXX01,2062,1441.67
R1,PWRCOANPLXX01,2063,1441.67
R1,PWRCOANPLXX01,2064,1441.67
R1,PWRCOANPLXX01,2065,1441.67
R1,PWRCOANPLXX01,2066,1441.67
R1,PWRCOANPLXX01,2067,1441.67
R1,PWRCOANPLXX01,2068,1441.67
R1,PWRCOANPLXX01,2069,1441.67
R1,PWRCOANPLXX01,2070,1441.67
R1,PWRCOGNPLXX01,2020,1030
R1,PWRCOGNPLXX01,2021,1030
R1,PWRCOGNPLXX01,2022,1030
R1,PWRCOGNPLXX01,2023,1030
R1,PWRCOGNPLXX01,2024,1030
R1,PWRCOGNPLXX01,2025,1030
R1,PWRCOGNPLXX01,2026,1030
R1,PWRCOGNPLXX01,2027,1030
R1,PWRCOGNPLXX01,2028,1030
R1,PWRCOGNPLXX01,2029,1030
R1,PWRCOGNPLXX01,2030,1030
R1,PWRCOGNPLXX01,2031,1030
R1,PWRCOGNPLXX01,2032,1030
